rank,lemma,count
178,carne,315
179,final,313
180,tenis,313
181,falta,311
182,lluvia,308
183,éxito,308
184,fuego,308
185,hospital,307
186,cocina,307
187,papel,305
188,mar,304
189,derecho,303
190,pan,302
191,dólares,301
192,vacación,300
193,vista,299
194,tal,298
195,siquiera,297
196,nieve,297
197,salud,297
198,secreto,297
199,restaurante,297
200,edificio,296
201,sitio,294
202,ruido,294
203,joven,293
204,voz,292
205,baño,292
206,montaña,290
207,oración,289
208,compañía,286
209,tío,284
210,asunto,283
211,aire,283
212,atención,283
213,cumpleaños,282
214,fútbol,282
215,banco,280
216,consejo,280
217,pena,279
218,ley,279
219,situación,279
220,amiga,278
221,cámara,278
222,cerveza,278
223,par,276
224,partido,274
225,playa,274
226,campo,267
227,brazo,266
228,decisión,265
229,cambio,265
230,regla,265
231,solo,265
232,biblioteca,264
233,precio,262
234,culpa,261
235,barco,260
236,resultado,260
237,vas,259
238,diente,259
239,estrella,253
240,negocio,252
241,señor,249
242,dirección,249
243,sombrero,248
244,plato,248
245,cena,248
246,novela,247
247,abuelo,247
248,mensaje,246
249,vaso,244
250,ordenador,243
251,cuerpo,243
252,piano,241
253,deber,241
254,invierno,241
255,pierna,241
256,peligro,239
257,vestido,239
258,camisa,239
259,enfermedad,238
260,paz,237
261,experiencia,237
262,futuro,237
263,boca,236
264,periódico,235
265,medio,235
266,presidente,233
267,taza,232
268,rey,231
269,gracia,229
270,cine,229
271,pesar,229
272,novio,227
273,silla,226
274,montón,225
275,guitarra,225
276,quier,223
277,información,223
278,cuchillo,223
279,capital,223
280,peso,222
281,dedo,222
282,enemigo,221
283,marido,220
284,esperanto,218
285,pieza,217
286,carro,215
287,mamá,214
288,iglesia,214
289,diferencia,212
290,pared,211
291,jefe,211
292,frente,211
293,vecino,211
294,paragua,210
295,sangre,210
296,piedra,209
297,fruta,208
298,mentira,208
299,mente,207
300,ajedrez,207
301,sala,207
302,suelo,207
303,pez,206
304,arte,206
305,esperanza,206
306,centro,206
307,obra,205
308,tierra,205
309,verte,203
310,radio,203
311,español,202
312,azúcar,202
313,lista,202
314,arma,201
315,fuerza,200
316,universidad,200
317,lago,199
318,causa,197
319,abuela,197
320,piso,197
321,abogado,197
322,principio,196
323,concierto,196
324,duda,195
325,daño,195
326,aeropuerto,194
327,vosotro,194
328,viento,193
329,deporte,193
330,máquina,192
331,rato,192
332,maestro,192
333,botella,191
334,sistema,190
335,bus,190
336,libertad,189
337,japonés,189
338,taxi,189
339,isla,189
340,jugador,189
341,matemática,188
342,luna,187
343,proyecto,185
344,bosque,185
345,millón,184
346,cuidado,184
347,paso,183
348,almuerzo,181
349,esfuerzo,180
350,página,180
351,prueba,180
352,grupo,180
353,planeta,179
354,desayuno,178
355,traducción,178
356,capacidad,177
357,ejemplo,177
358,naranja,176
359,ladrón,176
360,planta,175
361,clima,174
362,silencio,174
363,tema,174
364,chocolate,173
365,ciencia,173
366,asiento,173
367,oro,172
368,sopa,172
369,sentimiento,171
370,computadora,171
371,metro,170
372,gafa,170
373,béisbol,170
374,escritorio,170
375,respecto,170
376,alemán,169
377,línea,169
378,papá,168
379,compra,167
380,empresa,166
381,repente,165
382,alumno,163
383,miembro,163
384,espalda,163
385,hoja,163
386,correo,162
387,resto,162
388,través,162
389,relación,162
390,tormenta,161
391,abrigo,161
392,broma,161
393,felicidad,159
394,intención,158
395,valor,158
396,escalera,158
397,opción,156
398,ser,156
399,estado,156
400,puente,156
401,objetivo,155
402,poema,154
403,serio,153
404,traje,153
405,muchacho,153
406,universo,152
407,entrada,152
408,bolsa,152
409,naturaleza,151
410,artículo,151
411,mal,151
412,público,150
413,texto,150
414,soldado,148
415,paciente,148
416,espacio,147
417,queso,147
418,pintura,147
419,alma,146
420,mitad,146
421,tele,145
422,anciano,145
423,contra,145
424,medicina,145
425,cita,145
426,elección,145
427,primavera,144
428,poder,143
429,compañero,143
430,modo,143
431,pastel,143
432,memoria,143
433,estudio,142
434,revista,142
435,promesa,142
436,hielo,142
437,seguridad,142
438,tanto,142
439,computador,141
440,carrera,141
441,sonrisa,140
442,lágrima,140
443,oso,140
444,crimen,139
445,sea,139
446,servicio,138
447,empleado,138
448,discurso,138
449,producto,138
450,crees,138
451,ejercicio,138
452,ratón,138
453,política,138
454,belleza,137
455,solución,137
456,deseo,137
457,cantante,136
458,gobierno,136
459,siglo,136
460,nariz,136
461,gusto,135
462,humor,135
463,teoría,134
464,embargo,134
465,lenguaje,134
466,educación,133
467,letra,133
468,museo,133
469,profesora,133
470,condición,133
471,uso,133
472,boda,131
473,sábado,131
474,sociedad,131
475,helado,131
476,tarta,131
477,sonido,130
478,viernes,129
479,mapa,129
480,empleo,129
481,bolígrafo,129
482,frecuencia,129
483,paseo,128
484,fondo,128
485,idiota,127
486,vaca,127
487,propósito,127
488,techo,126
489,teatro,126
490,contacto,126
491,paciencia,125
492,carretera,125
493,nota,125
494,nada,125
495,tan,125
496,distancia,125
497,pasado,125
498,artista,124
499,programa,124
500,maleta,124
501,diario,124
502,tarjeta,124
503,tráfico,123
504,arroz,123
505,comentario,123
506,madera,123
507,galleta,123
508,acento,123
509,puesto,123
510,club,122
511,incendio,122
512,imagen,122
513,botón,122
514,basura,122
515,interés,122
516,pronto,121
517,pelota,121
518,te,121
519,cabo,120
520,energía,120
521,placer,120
522,acción,119
523,amistad,119
524,nube,119
525,premio,119
526,dej,119
527,dificultad,118
528,comportamiento,118
529,corbata,118
530,fantasma,118
531,necesidad,118
532,explicación,117
533,pareja,117
534,conocimiento,117
535,vuelo,117
536,temperatura,117
537,bolsillo,117
538,tonto,116
539,chiste,116
540,nivel,116
541,talento,115
542,cultura,115
543,golf,115
544,cliente,115
545,oferta,115
546,trampa,115
547,izquierda,114
548,riesgo,114
549,camión,114
550,derecha,114
551,oscuridad,114
552,político,114
553,matrimonio,113
554,costumbre,113
555,detalle,113
556,torta,113
557,sorpresa,112
558,posibilidad,111
559,prisión,111
560,cantidad,111
561,religión,111
562,cuestión,110
563,muñeca,110
564,juguete,110
565,moneda,110
566,sal,109
567,piel,109
568,documento,109
569,muchacha,109
570,herida,108
571,pantalón,107
572,cabello,107
573,absoluto,107
574,propuesta,107
575,permiso,107
576,trabajador,107
577,bandera,107
578,esposo,107
579,hábito,107
580,medida,107
581,debería,106
582,insecto,106
583,terremoto,106
584,gas,106
585,cárcel,106
586,significado,106
587,humano,105
588,mercado,105
589,casualidad,105
590,blanco,105
591,espejo,105
592,necesita,104
593,partir,104
594,confianza,104
595,billete,104
596,nación,104
597,arena,104
598,cerebro,103
599,pérdida,103
600,cuadro,103
601,cuerda,103
602,cáncer,103
603,sofá,103
604,general,102
605,pensamiento,102
606,orden,102
607,droga,102
608,castillo,102
609,extraño,102
610,inmediato,102
611,conejo,101
612,inteligencia,101
613,fotografía,101
614,ave,101
615,motivo,101
616,alcohol,100
617,destino,100
618,escritor,100
619,anillo,100
620,informe,100
621,estómago,100
622,fábrica,100
623,movimiento,100
624,bebida,99
625,población,99
626,dama,99
627,serpiente,99
628,beso,99
629,curso,99
630,querés,99
631,pasaporte,98
632,llamada,98
633,apartamento,98
634,cargo,98
635,autor,98
636,trozo,98
637,prisa,97
638,conversación,97
639,multitud,97
640,discusión,97
641,pescado,97
642,pollo,97
643,cola,97
644,supuesto,97
645,piscina,97
646,té,96
647,odio,96
648,podría,95
649,aspecto,95
650,cuello,95
651,efecto,95
652,descanso,94
653,dormitorio,94
654,ascensor,94
655,milla,94
656,lobo,94
657,segundo,94
658,conductor,94
659,alimento,93
660,habilidad,93
661,conciencia,93
662,león,93
663,zona,93
664,motor,92
665,hombro,92
666,facilidad,92
667,invitado,92
668,hogar,92
669,caballero,92
670,estés,92
671,chino,92
672,oído,92
673,señal,91
674,falda,91
675,tía,91
676,mantequilla,91
677,otoño,91
678,venta,90
679,octubre,90
680,velocidad,90
681,sombra,89
682,comienzo,89
683,bomba,89
684,poeta,88
685,supermercado,88
686,medicamento,88
687,latín,88
688,ausencia,88
689,señora,88
690,grado,88
691,pistola,88
692,objeto,87
693,araña,87
694,esquina,87
695,violencia,87
696,fracaso,87
697,ciudadano,87
698,disculpa,87
699,rojo,86
700,moda,86
701,fuente,86
702,habla,86
703,chaqueta,86
704,bien,86
705,fiebre,85
706,rumor,85
707,cartera,85
708,dieta,85
709,remedio,85
710,verdura,85
711,mirada,85
712,toalla,85
713,decir,85
714,medianoche,85
715,polvo,85
716,teclado,85
717,visita,84
718,voluntad,84
719,mediodía,84
720,economía,84
721,aceite,84
722,vergüenza,84
723,ejército,84
724,oreja,84
725,humanidad,83
726,lección,83
727,pluma,83
728,posición,83
729,armario,82
730,época,82
731,alegría,82
732,paquete,82
733,televisor,82
734,fortuna,82
735,importancia,82
736,mono,82
737,acceso,82
738,tom,82
739,cabra,82
740,héroe,81
741,especie,81
742,método,81
743,enfermera,81
744,granja,81
745,turno,81
746,salario,81
747,banda,81
748,ataque,80
749,rostro,80
750,estilo,80
751,dios,80
752,sed,79
753,control,79
754,calidad,79
755,científico,79
756,reina,79
757,altura,79
758,vela,78
759,ducha,78
760,océano,78
761,móvil,78
762,responsabilidad,78
763,bolso,78
764,resfriado,78
765,investigación,78
766,elefante,78
767,cuento,78
768,kilómetro,78
769,asesinato,78
770,tamaño,78
771,mierda,78
772,ventaja,77
773,parada,77
774,dato,77
775,dueño,77
776,diablo,77
777,impuesto,77
778,actor,76
779,jugo,76
780,ocasión,76
781,fe,76
782,patata,76
783,olor,76
784,instrucción,76
785,colina,75
786,yenes,75
787,toque,75
788,tomate,75
789,área,75
790,calcetín,75
791,vuestro,75
792,torre,75
793,gallina,75
794,junio,74
795,nueve,74
796,escena,74
797,agujero,74
798,víctima,74
799,primo,74
800,espada,74
801,norma,74
802,justicia,73
803,pasajero,73
804,crédito,73
805,llama,73
806,salida,73
807,fila,73
808,respeto,73
809,fuera,73
810,bordo,72
811,literatura,72
812,miel,72
813,bote,72
814,golpe,72
815,común,72
816,misterio,72
817,billetera,72
818,coma,72
819,victoria,71
820,genio,71
821,sabor,71
822,rodilla,71
823,departamento,71
824,quería,70
825,oveja,70
826,deuda,70
827,sur,70
828,vistazo,70
829,contrato,70
830,hierba,70
831,batalla,70
832,mosca,70
833,rueda,70
834,flauta,70
835,meta,69
836,apariencia,69
837,riqueza,69
838,dentista,69
839,cigarrillo,69
840,recuerdo,69
841,pelea,69
842,tecnología,68
843,juventud,68
844,actividad,68
845,monte,68
846,adulto,68
847,nosotra,68
848,calma,68
849,ardilla,68
850,intento,68
851,barba,67
852,imaginación,67
853,conferencia,67
854,capitán,67
855,experimento,67
856,cinturón,67
857,músico,67
858,sueldo,67
859,labio,67
860,director,66
861,ala,66
862,costa,66
863,electricidad,66
864,actitud,66
865,metal,66
866,era,66
867,largo,66
868,pasatiempo,66
869,límite,66
870,región,65
871,equipaje,65
872,infancia,65
873,consecuencia,65
874,mascota,65
875,patio,65
876,invitación,65
877,mueble,65
878,perdón,65
879,ocho,65
880,testigo,65
881,poesía,65
882,contraseña,64
883,herramienta,64
884,gatito,64
885,kilo,64
886,acto,64
887,material,64
888,zorro,64
889,norte,64
890,función,64
891,ruso,64
892,turista,64
893,plátano,64
894,hacerte,63
895,ángel,63
896,barrio,63
897,contigo,63
898,lectura,63
899,carga,63
900,moto,63
901,milagro,63
902,automóvil,63
903,griego,63
904,honor,63
905,curiosidad,62
906,origen,62
907,apellido,62
908,democracia,62
909,martes,62
910,ingreso,62
911,alarma,62
912,modelo,62
913,muro,61
914,corte,61
915,mejilla,61
916,copia,61
917,bar,61
918,rama,61
919,negro,61
920,periodista,61
921,pizza,61
922,ballena,61
923,pata,61
924,tesoro,61
925,tablero,61
926,boleto,60
927,italiano,60
928,plata,60
929,vehículo,60
930,experto,60
931,fecha,60
932,abeja,60
933,uña,60
934,emergencia,60
935,recurso,60
936,red,60
937,menú,60
938,frontera,60
939,alcalde,60
940,maestra,60
941,expresión,60
942,trago,60
943,lent,60
944,vídeo,60
945,pantalla,60
946,pila,59
947,dibujo,59
948,aumento,59
949,fluidez,59
950,cortina,59
951,partida,59
952,tentación,59
953,vosotra,59
954,física,58
955,risa,58
956,desierto,58
957,impresión,58
958,pobre,58
959,escenario,58
960,sabía,58
961,anciana,58
962,líder,58
963,hueso,58
964,vano,58
965,princesa,58
966,amante,58
967,apoyo,57
968,portugués,57
969,tuyo,57
970,petróleo,57
971,punta,57
972,pecho,57
973,comunidad,57
974,lámpara,57
975,archivo,57
976,limón,56
977,cubo,56
978,filosofía,56
979,temporada,56
980,sexo,56
981,siesta,55
982,cima,55
983,baile,55
984,cosecha,55
985,alfombra,55
986,hierro,55
987,rana,55
988,abril,55
989,este,55
990,árabe,55
991,construcción,55
992,alternativa,55
993,defecto,54
994,carácter,54
995,estupidez,54
996,humo,54
997,demonio,54
998,licencia,54
999,haría,54
1000,ruina,54
